survey_timestamp,participant_class,college ,department,Gender,race,computer_user_type,pc/laptop,purchase_year,screen_size,screen_size_other,warranty,webcam,computer_rating,computer_model,computer_ownership,os,os_version,processor,memory,harddisk,data_sizein_computer,data_backup,backup_method,external_backup_disk_brand,cloud_brand,backup_freq,automatic_backup,loss_of_data,have-secondary_computer,secondary_primary_sync,have_smartphone,smartphone_brand,smartphone_model,have_smartwatch,smartwatch_brand,smartwatch_model,confidence_level_on_sw_installation,internet_speed,internet_connection_reliability,Completion_status
6/22/2020 12:14,Sophomore,,Biology and Biochemistry,Female,Asian American,Standard User [document writing/email/web],Laptop,2017,14'',,No,Built-in to my computer,Average,Dell Inspiron 7000,Own,Windows OS,Windows 10 Home,Intel Core i7,8 GB,128 GB,< 100 GB,Yes,External backup disk,Seagate,,Other,No,Yes,No,,Yes,iPhone,iPhone XR,No,,,Neutral,300 - 500 Mbps,Average,Complete
6/22/2020 12:25,Senior,,Computer Science,Male,Multiracial,Power User [... plus programming/analytics],Laptop,2017,15'',,No,No,Good,Dell Inspiron 7000,Own,Windows OS,Windows 10 Home,Intel Core i7,16 GB,1 TB,500 GB - 1 TB,No,,,,,,No,No,,Yes,Samsung,Samsung Galaxy,No,,,Moderately confident,300 - 500 Mbps,Good,Complete
6/22/2020 12:27,Masters Student (MS),,Mathematics,Prefer Not to Say,Prefer Not to Say,Power User [... plus programming/analytics],Desktop,2020,17'',,No,External,Excellent,Other,Own,Windows OS,Windows 10 Home,AMD Ryzen,32 GB,> 1 TB,100 GB - 500 GB,No,,,,,,No,Yes,No,Yes,Google,Google Pixel 3a,Yes,Other,Other,Very confident,> 500 Mbps,Excellent,Complete
6/22/2020 12:14,Doctoral Student (PhD),,Computer Science,Male,International (visa holders),Power User [... plus programming/analytics],Laptop,2015,15'',,No,Built-in to my computer,Average,Dell Inspiron 3000,Own,Windows OS,Windows 10 Home,Intel Core i5,8 GB,512 GB,100 GB - 500 GB,Yes,Cloud,,Google Drive,Weekly,Yes,No,No,,Yes,Samsung,Samsung Galaxy,No,,,Moderately confident,100 - 300 Mbps,Good,Complete
6/22/2020 12:17,Sophomore,,Biology and Biochemistry,Female,White,Standard User [document writing/email/web],Laptop,2017,13'',,1 year,Built-in to my computer,Good,Dell Inspiron 5000,Own,Windows OS,Windows 10 Home,Intel Core i7,16 GB,128 GB,< 100 GB,No,,,,,,No,No,,Yes,iPhone,iPhone 8,No,,,Not confident,100 - 300 Mbps,Good,Complete
[not completed],Senior,,Biology and Biochemistry,Female,White,Standard User [document writing/email/web],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
6/22/2020 12:14,Sophomore,,Biology and Biochemistry,Female,Asian American,Standard User [document writing/email/web],Laptop,2019,13'',,No,Built-in to my computer,Excellent,Apple Macbook Air,Own,Mac OS,Catalina,Intel Core i5,8 GB,256 GB,100 GB - 500 GB,No,,,,,,No,Yes,No,Yes,iPhone,iPhone 11,No,,,Neutral,300 - 500 Mbps,Good,Complete
6/22/2020 12:19,Doctoral Student (PhD),,Physics,Male,International (visa holders),Power User [... plus programming/analytics],Laptop,2015,15'',,No,Built-in to my computer,Average,Apple Macbook Air,University property,Mac OS,Catalina,Intel Core i5,4 GB,256 GB,< 100 GB,No,,,,,,No,Yes,No,Yes,Samsung,Samsung Galaxy,No,,,Not confident,< 100 Mbps,Fair,Complete
6/22/2020 12:36,Freshman,,Biology and Biochemistry,Female,Asian American,Standard User [document writing/email/web],Laptop,2020,13'',,No,Built-in to my computer,Excellent,Apple Macbook Air,Own,Mac OS,Catalina,Intel Core i5,8 GB,512 GB,100 GB - 500 GB,Yes,Cloud,,Apple iCloud,Other,Yes,No,Yes,Yes,Yes,iPhone,iPhone 11,Yes,Apple Watch,Apple Watch 3,Somewhat confident,< 100 Mbps,Good,Complete
6/22/2020 12:17,Senior,,Biology and Biochemistry,Female,White,Standard User [document writing/email/web],Laptop,2018,17'',,No,Built-in to my computer,Average,Other,Own,Windows OS,Windows 10 Home,Intel Core i7,16 GB,512 GB,100 GB - 500 GB,No,,,,,,Yes,Yes,No,Yes,Other,Other,No,,,Somewhat confident,< 100 Mbps,Poor,Complete
[not completed],Sophomore,,Computer Science,Male,Hispanic,Power User [... plus programming/analytics],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
6/22/2020 12:16,Junior,,Physics,Female,Other,Standard User [document writing/email/web],Tablet,2019,13'',,No,Built-in to my computer,Average,Other,Own,Mac OS,Other,Other,16 GB,256 GB,100 GB - 500 GB,Yes,Cloud,,Google Drive,Daily,No,Yes,No,,Yes,iPhone,iPhone X Series,No,,,Not confident,< 100 Mbps,Average,Complete
6/22/2020 12:21,Freshman,,Biology and Biochemistry,Female,Asian American,Standard User [document writing/email/web],Laptop,2015,13'',,1 year,Built-in to my computer,Good,Apple Macbook Pro,Own,Mac OS,Catalina,Intel Core i5,8 GB,512 GB,100 GB - 500 GB,No,,,,,,No,No,,Yes,iPhone,iPhone X Series,No,,,Somewhat confident,100 - 300 Mbps,Average,Complete
6/22/2020 12:16,Doctoral Student (PhD),,Biology and Biochemistry,Male,International (visa holders),Power User [... plus programming/analytics],Laptop,2018,13'',,1 year,Built-in to my computer,Good,Apple Macbook Pro,University property,Mac OS,Catalina,Intel Core i5,8 GB,256 GB,100 GB - 500 GB,Yes,External backup disk,Seagate,,Monthly,No,No,No,,Yes,iPhone,iPhone 8,Yes,Fitbit,Fitbit Versa,Somewhat confident,< 100 Mbps,Average,Complete
[not completed],Freshman,,Biology and Biochemistry,Male,Asian American,Standard User [document writing/email/web],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
[not completed],Sophomore,,Biology and Biochemistry,Female,Hispanic,Standard User [document writing/email/web],Laptop,2019,13'',,No,Built-in to my computer,Excellent,Apple Macbook Air,Own,Chrome OS,Catalina,,,,,,,,,,,,,,,,,,,,,,,Incomplete
[not completed],Doctoral Student (PhD),,Earth and Atmospheric Sciences,Female,International (visa holders),Standard User [document writing/email/web],Desktop,2014,17'',,No,External,Excellent,Other,Own,Windows OS,Windows 10 Home,,,,,,,,,,,,,,,,,,,,,,,Incomplete
6/22/2020 12:16,Senior,,Biology and Biochemistry,Male,Asian American,Standard User [document writing/email/web],Laptop,2018,13'',,No,External,Excellent,Lenovo Yoga,Own,Windows OS,Windows 10 Home,Intel Core i7,16 GB,256 GB,100 GB - 500 GB,Yes,Cloud,,Microsoft OneDrive,Daily,Yes,No,No,,Yes,iPhone,iPhone X Series,Yes,Apple Watch,Apple Watch 3,Very confident,300 - 500 Mbps,Excellent,Complete
[not completed],Sophomore,,Biology and Biochemistry,Female,Hispanic,Standard User [document writing/email/web],Tablet,2019,13'',,No,No,Poor,Other,Own,Windows OS,Windows 10 Home,,,,,,,,,,,,,,,,,,,,,,,Incomplete
[not completed],Junior,,Biology and Biochemistry,Female,White,Standard User [document writing/email/web],Laptop,2018,13'',,No,Built-in to my computer,Average,Other,Own,Chrome OS,Other,,,,,,,,,,,,,,,,,,,,,,,Incomplete
6/22/2020 12:20,Sophomore,,Biology and Biochemistry,Female,Prefer Not to Say,Standard User [document writing/email/web],Laptop,2019,15'',,No,Built-in to my computer,Good,Other,Own,Windows OS,Windows 10 Home,Intel Core i5,8 GB,256 GB,100 GB - 500 GB,No,,,,,,No,Yes,No,Yes,iPhone,iPhone XS,No,,,Somewhat confident,300 - 500 Mbps,Good,Complete
6/22/2020 12:16,Junior,,Computer Science,Female,Hispanic,Power User [... plus programming/analytics],Laptop,2017,15'',,No,Built-in to my computer,Poor,Dell Inspiron 3000,Own,Windows OS,Windows 10 Home,Other,8 GB,1 TB,100 GB - 500 GB,No,,,,,,Yes,No,,Yes,iPhone,iPhone 6,No,,,Very confident,< 100 Mbps,Poor,Complete
6/22/2020 12:15,Senior,,Biology and Biochemistry,Female,Asian American,Standard User [document writing/email/web],Laptop,2017,13'',,No,Built-in to my computer,Excellent,Apple Macbook Air,Own,Mac OS,Catalina,Intel Core i5,8 GB,128 GB,< 100 GB,No,,,,,,No,No,,Yes,iPhone,iPhone X Series,Yes,Apple Watch,Apple Watch 5,Moderately confident,300 - 500 Mbps,Good,Complete
6/22/2020 12:17,Masters Student (MS),,Computer Science,Male,International (visa holders),Power User [... plus programming/analytics],Laptop,2019,13'',,No,Built-in to my computer,Average,Apple Macbook Pro,Own,Mac OS,Catalina,Intel Core i5,8 GB,256 GB,100 GB - 500 GB,Yes,Both,Seagate,Google Drive,Weekly,No,No,No,,Yes,Other,Other,No,,,Very confident,< 100 Mbps,Good,Complete
6/22/2020 12:18,Sophomore,,Earth and Atmospheric Sciences,Female,White,Standard User [document writing/email/web],Laptop,2019,13'',,1 year,Built-in to my computer,Average,Dell Inspiron 3000,Own,Windows OS,Windows 10 Home,Intel Core i7,8 GB,256 GB,< 100 GB,No,,,,,,Yes,No,,Yes,iPhone,iPhone 11,Yes,Apple Watch,Apple Watch 3,Somewhat confident,100 - 300 Mbps,Fair,Complete
6/22/2020 12:17,Freshman,,Biology and Biochemistry,Female,Asian American,Standard User [document writing/email/web],Laptop,2015,13'',,No,Built-in to my computer,Excellent,Apple Macbook Air,Own,Mac OS,High Sierra,Intel Core i5,4 GB,128 GB,< 100 GB,No,,,,,,No,Yes,No,Yes,iPhone,iPhone X Series,No,,,Neutral,100 - 300 Mbps,Excellent,Complete
6/22/2020 12:36,Doctoral Student (PhD),,Biology and Biochemistry,Male,International (visa holders),Standard User [document writing/email/web],Laptop,2018,14'',,No,Built-in to my computer,Good,Other,Own,Windows OS,Windows 10 Enterprise,Intel Core i7,16 GB,1 TB,100 GB - 500 GB,Yes,External backup disk,Seagate,,Monthly,No,Yes,No,,Yes,Samsung,Other,No,,,Very confident,< 100 Mbps,Good,Complete
6/22/2020 12:21,Sophomore,,Biology and Biochemistry,Female,Asian American,Standard User [document writing/email/web],Laptop,2019,Other,11,No,Built-in to my computer,Excellent,Microsoft Surface,Own,Windows OS,Windows 10 Home,Intel Core i9,16 GB,256 GB,100 GB - 500 GB,No,,,,,,No,Yes,No,Yes,Samsung,Samsung Galaxy,No,,,Moderately confident,100 - 300 Mbps,Good,Complete
6/22/2020 12:17,Post-Baccalaureate (non-degree option),,Mathematics,Male,White,Power User [... plus programming/analytics],Laptop,2019,15'',,Other,Built-in to my computer,Good,Other,Other,Windows OS,Windows 7,Intel Core i5,16 GB,1 TB,500 GB - 1 TB,Yes,Cloud,,Other,Daily,Yes,No,No,,Yes,iPhone,iPhone 8,No,,,Very confident,100 - 300 Mbps,Excellent,Complete
6/22/2020 12:17,Doctoral Student (PhD),,Mathematics,Female,Asian American,Power User [... plus programming/analytics],Laptop,2016,15'',,No,Built-in to my computer,Good,Microsoft Surface,Own,Windows OS,Windows 10 Home,Intel Core i5,8 GB,128 GB,100 GB - 500 GB,No,,,,,,Yes,Yes,Yes,Yes,iPhone,iPhone SE,No,,,Very confident,300 - 500 Mbps,Good,Complete
6/22/2020 12:17,Freshman,,Biology and Biochemistry,Female,Asian American,Standard User [document writing/email/web],Laptop,2018,13'',,2 year,Built-in to my computer,Excellent,Other,Own,Windows OS,Windows 10 Home,Intel Core i7,8 GB,128 GB,100 GB - 500 GB,Yes,Cloud,,Google Drive,Monthly,Yes,No,Yes,Yes,Yes,Samsung,Samsung Galaxy,No,,,Somewhat confident,300 - 500 Mbps,Good,Complete
6/22/2020 12:23,Doctoral Student (PhD),,Biology and Biochemistry,Female,Asian American,Power User [... plus programming/analytics],Laptop,2018,13'',,1 year,Built-in to my computer,Good,Apple Macbook Pro,Own,Mac OS,Catalina,Intel Core i5,8 GB,256 GB,100 GB - 500 GB,Yes,Cloud,,Apple iCloud,Daily,Yes,No,No,,Yes,iPhone,iPhone 11,Yes,Apple Watch,Apple Watch 5,Very confident,< 100 Mbps,Good,Complete
6/22/2020 12:21,Post-Baccalaureate (non-degree option),,Biology and Biochemistry,Female,Hispanic,Standard User [document writing/email/web],Laptop,2016,14'',,No,Built-in to my computer,Excellent,Apple Macbook Pro,Own,Mac OS,Other,Intel Core i5,8 GB,256 GB,100 GB - 500 GB,Yes,External backup disk,Samsung,,Other,No,No,No,,Yes,Samsung,Samsung Galaxy,No,,,Neutral,< 100 Mbps,Good,Complete
6/22/2020 12:18,Senior,,Biology and Biochemistry,Male,White,Standard User [document writing/email/web],Laptop,2017,14'',,No,Built-in to my computer,Excellent,Apple Macbook Air,Own,Mac OS,High Sierra,Intel Core i9,32 GB,512 GB,100 GB - 500 GB,Yes,Cloud,,Google Drive,Monthly,No,No,Yes,Yes,Yes,iPhone,iPhone 6,Yes,Apple Watch,Apple Watch 3,Very confident,> 500 Mbps,Good,Complete
[not completed],Sophomore,,Biology and Biochemistry,Female,Asian American,Standard User [document writing/email/web],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
6/22/2020 12:18,Doctoral Student (PhD),,Earth and Atmospheric Sciences,Female,Multiracial,Standard User [document writing/email/web],Laptop,2017,15'',,No,Built-in to my computer,Average,Dell Inspiron 3000,Own,Windows OS,Windows 10 Home,Intel Core i5,32 GB,1 TB,< 100 GB,Yes,External backup disk,WD,,Other,No,Yes,No,,Yes,Samsung,Samsung Galaxy,No,,,Moderately confident,300 - 500 Mbps,Good,Complete
[not completed],Sophomore,,Biology and Biochemistry,Female,African American,Standard User [document writing/email/web],Laptop,2019,13'',,No,Built-in to my computer,Good,Other,Own,Windows OS,Windows 10 Home,,,,,,,,,,,,,,,,,,,,,,,Incomplete
6/22/2020 12:24,Junior,,Physics,Female,Hispanic,Standard User [document writing/email/web],Laptop,2019,Other,"10.5""",No,Built-in to my computer,Excellent,Microsoft Surface,Own,Windows OS,Windows 10 Pro,Intel Core i7,8 GB,256 GB,100 GB - 500 GB,No,,,,,,No,No,,Yes,iPhone,iPhone SE,No,,,Neutral,100 - 300 Mbps,Average,Complete
[not completed],Junior,,Computer Science,Female,Hispanic,Power User [... plus programming/analytics],Laptop,2017,13'',,No,Built-in to my computer,Poor,Apple Macbook Air,Own,Mac OS,High Sierra,,,,,,,,,,,,,,,,,,,,,,,Incomplete
[not completed],Freshman,,Biology and Biochemistry,Female,International (visa holders),Standard User [document writing/email/web],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
6/22/2020 12:22,Freshman,,Biology and Biochemistry,Female,Asian American,Standard User [document writing/email/web],Laptop,2020,14'',,No,Built-in to my computer,Good,Lenovo ThinkPad,Own,Windows OS,Windows 10 Home,Intel Core i5,> 32 GB,128 GB,< 100 GB,Yes,Cloud,,Google Drive,Weekly,No,Yes,No,,Yes,iPhone,iPhone X Series,Yes,Apple Watch,Apple Watch 3,Somewhat confident,100 - 300 Mbps,Good,Complete
6/22/2020 12:20,Assistant Professor,,Computer Science,Male,Hispanic,Power User [... plus programming/analytics],Laptop,2020,15'',,No,Built-in to my computer,Good,Other,Own,Windows OS,Windows 10 Home,Intel Core i7,16 GB,256 GB,100 GB - 500 GB,Yes,Cloud,,Google Drive,Daily,Yes,No,Yes,No,Yes,iPhone,iPhone 11,No,,,Very confident,100 - 300 Mbps,Excellent,Complete
6/22/2020 12:22,Freshman,,Computer Science,Female,African American,Standard User [document writing/email/web],Laptop,2011,13'',,No,Built-in to my computer,Average,Apple Macbook Air,Own,Mac OS,High Sierra,Intel Core i5,4 GB,256 GB,100 GB - 500 GB,No,,,,,,No,No,,Yes,iPhone,iPhone X Series,No,,,Moderately confident,< 100 Mbps,Good,Complete
6/22/2020 12:19,Doctoral Student (PhD),,Mathematics,Male,International (visa holders),Standard User [document writing/email/web],Laptop,2017,13'',,No,Built-in to my computer,Excellent,Apple Macbook Pro,Own,Mac OS,Catalina,Intel Core i5,8 GB,128 GB,100 GB - 500 GB,Yes,Cloud,,Dropbox,Weekly,No,No,Yes,Yes,Yes,Samsung,Samsung Galaxy,No,,,Neutral,< 100 Mbps,Good,Complete
[not completed],Freshman,,Biology and Biochemistry,Male,Asian American,Standard User [document writing/email/web],Desktop,2010,Other,21,No,No,Fair,Other,Own,Windows OS,Windows 10 Home,,,,,,,,,,,,,,,,,,,,,,,Incomplete
[not completed],Doctoral Student (PhD),,Earth and Atmospheric Sciences,Female,White,Standard User [document writing/email/web],Desktop,2017,17'',,No,External,Good,Apple Macbook Pro,Own,Mac OS,High Sierra,,,,,,,,,,,,,,,,,,,,,,,Incomplete
[not completed],Junior,,Biology and Biochemistry,Female,White,Standard User [document writing/email/web],Laptop,2016,13'',,No,Built-in to my computer,Average,Other,Own,Windows OS,Windows 10 Home,Intel Core i5,8 GB,,,,,,,,,,,,,,,,,,,,,Incomplete
6/22/2020 12:21,Freshman,,Chemistry,Male,Asian American,Standard User [document writing/email/web],Laptop,2018,15'',,No,Built-in to my computer,Good,Other,Own,Windows OS,Windows 10 Pro,Intel Core i7,8 GB,1 TB,500 GB - 1 TB,No,,,,,,No,Yes,No,Yes,iPhone,iPhone X Series,No,,,Neutral,300 - 500 Mbps,Average,Complete
6/22/2020 12:20,Senior,,Earth and Atmospheric Sciences,Female,Hispanic,Standard User [document writing/email/web],Laptop,2013,13'',,No,Built-in to my computer,Excellent,Apple Macbook Air,Own,Mac OS,Catalina,Intel Core i5,8 GB,128 GB,< 100 GB,No,,,,,,No,Yes,No,Yes,iPhone,iPhone X Series,Yes,Apple Watch,Apple Watch 3,Not confident,> 500 Mbps,Excellent,Complete
6/22/2020 12:23,Senior,,Biology and Biochemistry,Female,Asian American,Standard User [document writing/email/web],Laptop,2018,14'',,1 year,Built-in to my computer,Average,Lenovo ThinkPad,Own,Windows OS,Windows 10 Pro,Other,16 GB,256 GB,100 GB - 500 GB,Yes,Cloud,,Microsoft OneDrive,Weekly,No,No,No,,Yes,iPhone,iPhone X Series,No,,,Somewhat confident,300 - 500 Mbps,Good,Complete
6/22/2020 12:23,Junior,,Biology and Biochemistry,Female,Asian American,Standard User [document writing/email/web],Laptop,2018,14'',,No,Built-in to my computer,Good,Apple Macbook Pro,Own,Mac OS,High Sierra,Intel Core i7,16 GB,128 GB,< 100 GB,No,,,,,,Yes,No,,Yes,iPhone,iPhone X Series,Yes,Apple Watch,Apple Watch 3,Not confident,100 - 300 Mbps,Average,Complete
6/22/2020 12:21,Senior,,Computer Science,Male,Hispanic,Power User [... plus programming/analytics],Laptop,2016,13'',,No,Built-in to my computer,Good,Apple Macbook Pro,Own,Mac OS,Mojave,Intel Core i5,8 GB,512 GB,100 GB - 500 GB,No,,,,,,No,No,,Yes,iPhone,iPhone 7,No,,,Very confident,300 - 500 Mbps,Good,Complete
6/22/2020 12:22,Senior,,Mathematics,Male,White,Power User [... plus programming/analytics],Desktop,2016,Other,27,No,No,Good,Other,Own,Windows OS,Windows 10 Home,AMD Ryzen,16 GB,512 GB,100 GB - 500 GB,Yes,External backup disk,Samsung,,Monthly,No,No,Yes,Yes,Yes,iPhone,iPhone X Series,No,,,Moderately confident,100 - 300 Mbps,Good,Complete
6/22/2020 12:20,Freshman,,Biology and Biochemistry,Male,Asian American,Standard User [document writing/email/web],Laptop,2020,13'',,No,Built-in to my computer,Excellent,Microsoft Surface,Own,Windows OS,Windows 10 Home,Intel Core i7,16 GB,256 GB,100 GB - 500 GB,No,,,,,,No,No,,Yes,Samsung,Samsung Galaxy,No,,,Neutral,100 - 300 Mbps,Average,Complete
[not completed],Junior,,Computer Science,Male,African American,Standard User [document writing/email/web],Laptop,2017,13'',,No,External,Fair,Lenovo Yoga,Own,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
[not completed],Doctoral Student (PhD),,Mathematics,Male,Hispanic,Power User [... plus programming/analytics],Laptop,2014,14'',,No,Built-in to my computer,Average,Dell Latitude 7000,Own,Windows OS,Windows 10 Home,,,,,,,,,,,,,,,,,,,,,,,Incomplete
6/22/2020 12:21,Senior,,Computer Science,Female,Asian American,Power User [... plus programming/analytics],Laptop,2019,17'',,No,Built-in to my computer,Good,Other,Own,Windows OS,Windows 10 Home,Intel Core i5,8 GB,1 TB,500 GB - 1 TB,No,,,,,,No,No,,Yes,Samsung,Samsung Galaxy,No,,,Very confident,100 - 300 Mbps,Average,Complete
[not completed],Senior,,Computer Science,Prefer Not to Say,Prefer Not to Say,Power User [... plus programming/analytics],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
6/22/2020 12:29,Freshman,,Biology and Biochemistry,Female,Asian American,Standard User [document writing/email/web],Laptop,2020,Other,"11.6""",No,Built-in to my computer,Excellent,Other,Own,Windows OS,Windows 10 Pro,Other,4 GB,128 GB,< 100 GB,No,,,,,,No,Yes,No,Yes,iPhone,iPhone 7,No,,,Moderately confident,300 - 500 Mbps,Good,Complete
6/22/2020 12:22,Doctoral Student (PhD),,Earth and Atmospheric Sciences,Male,White,Power User [... plus programming/analytics],Laptop,2015,17'',,No,Built-in to my computer,Good,Other,Own,Windows OS,Windows 10 Home,Intel Core i7,16 GB,1 TB,500 GB - 1 TB,Yes,External backup disk,Seagate,,Monthly,No,Yes,No,,Yes,Google,Google Pixel,No,,,Very confident,> 500 Mbps,Excellent,Complete
6/22/2020 12:27,Senior,,Biology and Biochemistry,Female,Asian American,Standard User [document writing/email/web],Laptop,2017,13'',,No,Built-in to my computer,Good,Apple Macbook Pro,Own,Mac OS,Catalina,Intel Core i5,8 GB,128 GB,< 100 GB,Yes,Cloud,,Apple iCloud,Other,Yes,No,Yes,Yes,Yes,iPhone,iPhone X Series,No,,,Neutral,< 100 Mbps,Good,Complete
6/22/2020 12:32,Doctoral Student (PhD),,Biology and Biochemistry,Female,Other,Standard User [document writing/email/web],Laptop,2019,15'',,1 year,Built-in to my computer,Good,Dell Inspiron 7000,University property,Windows OS,Windows 10 Pro,Intel Core i7,16 GB,256 GB,< 100 GB,Yes,External backup disk,WD,,Other,Yes,No,Yes,No,Yes,iPhone,iPhone 8,No,,,Neutral,< 100 Mbps,Excellent,Complete
6/22/2020 12:24,Instructional Faculty,,Mathematics,Female,Prefer Not to Say,Standard User [document writing/email/web],Laptop,2016,15'',,No,Built-in to my computer,Excellent,Apple Macbook Pro,University property,Mac OS,Mojave,Intel Core i7,> 32 GB,512 GB,100 GB - 500 GB,Yes,Cloud,,Apple iCloud,Other,Yes,No,Yes,Yes,Yes,iPhone,iPhone 11,Yes,Fitbit,Fitbit Blaze,Moderately confident,100 - 300 Mbps,Fair,Complete
